title,authors,year,venue,entry_type,doi,url,source_files,dup_count,norm_title
Predictor-Rejector Multi-Class Abstention: Theoretical Analysis and Algorithms,Anqi Mao and M. Mohri and Yutao Zhong,2023,ArXiv,article,,https://arxiv.org/pdf/2310.14772.pdf,papers_16.bib,1,predictor rejector multi class abstention theoretical analysis and algorithms
Preoperative localization of Adamkiewicz artery by CT for endovascular descending thoracic aortic repair,Zheng-yu Shi,2006,Chinese Journal of General Surgery,article,,https://api.semanticscholar.org/CorpusId:76439016,papers_14.bib,1,preoperative localization of adamkiewicz artery by ct for endovascular descending thoracic aortic repair
Profiling Hyperscale Big Data Processing,Abraham Gonzalez and Aasheesh Kolli and S. Khan and Sihang Liu and Vidushi Dadu and S. Karandikar and Jichuan Chang and K. Asanovi{\'c} and Parthasarathy Ranganathan,2023,Proceedings of the 50th Annual International Symposium on Computer Architecture,article,,https://api.semanticscholar.org/CorpusId:259177762,papers_15.bib,1,profiling hyperscale big data processing
ProjAgent: Procedural Similarity Retrieval for Repository-Level Code Generation,Qi-Hong Chen and Aaron Imani and Iftekhar Ahmed,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:290014448,papers_5.bib,1,projagent procedural similarity retrieval for repository level code generation
Prometheus: Towards Long-Horizon Codebase Navigation for Repository-Level Problem Solving,Yue Pan and Zi-Min Chen and Siyu Lu and Zhaoyang Chu and Xiang Li and Han Li and Yang Feng and Claire Le Goues and Federica Sarro and Martin Monperrus and He Ye,2025,unknown,inproceedings,,https://api.semanticscholar.org/CorpusId:280329695,papers_6.bib,1,prometheus towards long horizon codebase navigation for repository level problem solving
ProMoTA: a model-driven framework for end-to-end traceability analysis,Sadaf Mustafiz and Marko Mijalkovic and Moharram Challenger,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:287947903,papers_7.bib,1,promota a model driven framework for end to end traceability analysis
Proprioceptive Localization Assisted by Magnetoreception: A Minimalist Intermittent Heading Based Approach,Hsinmin Cheng and Dezhen Song and Aaron Angert and Binbin Li and J. Yi,2019,IEEE Robotics and Automation Letters,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=8606111,papers_13.bib,1,proprioceptive localization assisted by magnetoreception a minimalist intermittent heading based approach
PSelInv—A Distributed Memory Parallel Algorithm for Selected Inversion,M. Jacquelin and Lin Lin and Chao Yang,2014,ACM Transactions on Mathematical Software (TOMS),article,,https://api.semanticscholar.org/CorpusId:288978278,papers_15.bib,1,pselinv a distributed memory parallel algorithm for selected inversion
Rapid object detection using a boosted cascade of simple features,Paul A. Viola and Michael J. Jones,2001,Proceedings of the 2001 IEEE Computer Society Conference on Computer Vision and Pattern Recognition. CVPR 2001,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=990517,papers_15.bib,1,rapid object detection using a boosted cascade of simple features
Real-time 3D catheter localization system using ultrasound: Recent in vivo results towards endovascular abdominal aortic aneurysm repair,J. T. Yen and John M. Moos and F. Weaver,2011,2011 IEEE International Ultrasonics Symposium,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=6293237,papers_14.bib,1,real time 3d catheter localization system using ultrasound recent in vivo results towards endovascular abdominal aortic aneurysm repair
Reasoning Beyond Limits: Advances and Open Problems for LLMs,M. Ferrag and Norbert Tihanyi and M{\'e}rouane Debbah,2025,ArXiv,article,,https://api.semanticscholar.org/CorpusId:277451521,papers_14.bib+papers_6.bib,2,reasoning beyond limits advances and open problems for llms
Recap: Retrieval-Augmented Audio Captioning,Sreyan Ghosh and Sonal Kumar and Chandra Kiran Reddy Evuru and R. Duraiswami and Dinesh Manocha,2023,"ICASSP 2024 - 2024 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",article,,https://api.semanticscholar.org/CorpusId:262045000,papers_5.bib,1,recap retrieval augmented audio captioning
Recurrent Graph Syntax Encoder for Neural Machine Translation,Liang Ding and D. Tao,2019,ArXiv,article,,https://api.semanticscholar.org/CorpusId:201070064,papers_9.bib,1,recurrent graph syntax encoder for neural machine translation
Recursive Neural Conditional Random Fields for Aspect-based Sentiment Analysis,Wenya Wang and Sinno Jialin Pan and Daniel Dahlmeier and Xiaokui Xiao,2016,ArXiv,article,,https://api.semanticscholar.org/CorpusId:11805625,papers_9.bib,1,recursive neural conditional random fields for aspect based sentiment analysis
Red-GAN: Attacking class imbalance via conditioned generation. Yet another medical imaging perspective,A. Qasim and I. Ezhov and Suprosanna Shit and Oliver Schoppe and J. Paetzold and A. Sekuboyina and F. Kofler and Jana Lipkov{\'a} and H. Li and Bjoern H Menze,2020,International Conference on Medical Imaging with Deep Learning,inproceedings,,https://arxiv.org/pdf/2004.10734.pdf,papers_5.bib,1,red gan attacking class imbalance via conditioned generation yet another medical imaging perspective
Reduce Before you Repair: Advantages of Combining Program Slicing with Automated Program Repair,Omar I. Al-Bataineh,2025,"2025 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)",article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=10992330,papers_14.bib,1,reduce before you repair advantages of combining program slicing with automated program repair
Regression Under Human Assistance,A. De and Paramita Koley and Niloy Ganguly and M. Gomez-Rodriguez,2019,ArXiv,article,,https://arxiv.org/pdf/1909.02963.pdf,papers_16.bib,1,regression under human assistance
Regression with reject option and application to kNN,Christophe Denis and Mohamed Hebiri and A. Zaoui,2020,ArXiv,article,,https://arxiv.org/pdf/2006.16597.pdf,papers_16.bib,1,regression with reject option and application to knn
Relation Extraction Exploiting Full Dependency Forests,Lifeng Jin and Linfeng Song and Yue Zhang and Kun Xu and Wei-Yun Ma and Dong Yu,2020,AAAI Conference on Artificial Intelligence,inproceedings,,https://doi.org/10.1609/AAAI.V34I05.6313,papers_9.bib,1,relation extraction exploiting full dependency forests
Relaxed Conformal Prediction Cascades for Efficient Inference Over Many Labels,Adam Fisch and Tal Schuster and T. Jaakkola and R. Barzilay,2020,ArXiv,article,,https://api.semanticscholar.org/CorpusId:220381292,papers_15.bib,1,relaxed conformal prediction cascades for efficient inference over many labels
Repair Is Nearly Generation: Multilingual Program Repair with LLMs,Harshit Joshi and J. Cambronero and Sumit Gulwani and Vu Le and Ivan Radicek and Gust Verbruggen,2022,AAAI Conference on Artificial Intelligence,inproceedings,,https://arxiv.org/pdf/2208.11640.pdf,papers_14.bib+papers_6.bib,2,repair is nearly generation multilingual program repair with llms
RepoAgent: An LLM-Powered Open-Source Framework for Repository-level Code Documentation Generation,Qin-Yu Luo and Yining Ye and Shihao Liang and Zhong Zhang and Yujia Qin and Yaxi Lu and Yesai Wu and Xin Cong and Yankai Lin and Yingli Zhang and Xiaoyin Che and Zhiyuan Liu and Maosong Sun,2024,ArXiv,article,,https://www.aclanthology.org/2024.emnlp-demo.46.pdf,papers_5.bib,1,repoagent an llm powered open source framework for repository level code documentation generation
RepoCoder: Repository-Level Code Completion Through Iterative Retrieval and Generation,Fengji Zhang and B. Chen and Yue Zhang and Jin Liu and Dao-Guang Zan and Yi Mao and Jian-Guang Lou and Weizhu Chen,2023,Conference on Empirical Methods in Natural Language Processing,inproceedings,,https://arxiv.org/pdf/2303.12570.pdf,papers_5.bib,1,repocoder repository level code completion through iterative retrieval and generation
Repoformer: Selective Retrieval for Repository-Level Code Completion,Di Wu and W. Ahmad and Dejiao Zhang and M. K. Ramanathan and Xiaofei Ma,2024,International Conference on Machine Learning,inproceedings,,https://arxiv.org/pdf/2403.10059.pdf,papers_5.bib,1,repoformer selective retrieval for repository level code completion
RepoGenesis: Benchmarking End-to-End Microservice Generation from Readme to Repository,Zhi-Yuan Peng and Xin Yin and Pu Zhao and Fangkai Yang and Lu Wang and Ran Jia and Xu Chen and Qingwei Lin and S. Rajmohan and Dongmei Zhang,2026,Annual Meeting of the Association for Computational Linguistics,inproceedings,,https://api.semanticscholar.org/CorpusId:284911375,papers_5.bib,1,repogenesis benchmarking end to end microservice generation from readme to repository
RepoMinCoder: Improving Repository-Level Code Generation Based on Information Loss Screening,Yi-Fan Li and Ensheng Shi and De-Wu Zheng and Kefeng Duan and Jiachi Chen and Yanlin Wang,2024,Proceedings of the 15th Asia-Pacific Symposium on Internetware,article,,http://dl.acm.org/citation.cfm?id=3674819,papers_5.bib,1,repomincoder improving repository level code generation based on information loss screening
RepoMind: Enhancing Repository-Level Code Generation via LLM Reasoning over Structured Repository Documentation,Songwen Gong and Mengzhen Wang and Jie-Xin Wang and Yi Cai,2026,Proceedings of the 2026 34th IEEE/ACM International Conference on Program Comprehension,article,,https://api.semanticscholar.org/CorpusId:290649223,papers_5.bib,1,repomind enhancing repository level code generation via llm reasoning over structured repository documentation
RepoRepair: Leveraging Code Documentation for Repository-Level Automated Program Repair,Zhong-Qiang Pan and Chuanyi Li and Wen-Kang Zhong and Yile Feng and Bin Luo and Vincent Ng,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:286224323,papers_14.bib+papers_6.bib,2,reporepair leveraging code documentation for repository level automated program repair
RepoRescue: An Empirical Study of LLM Agents on Whole-Repository Compatibility Rescue,Zhi-Hao Lin and Ming-Yi Zhou and Zhensu Sun and Yizhuo Yang and Ren-Yu Yang and David Lo and Li Li,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:289707125,papers_6.bib,1,reporescue an empirical study of llm agents on whole repository compatibility rescue
RepoScope: Leveraging Call Chain-Aware Multi-View Context for Repository-Level Code Generation,Yang Liu and Li Zhang and Fang Liu and Zhuo-Hang Wang and Dong-Lin Wei and Zhi-Shuo Yang and Ke Zhang and Jia Li and Lin Shi,2025,Proceedings of the 2026 IEEE/ACM 48th International Conference on Software Engineering,article,,https://api.semanticscholar.org/CorpusId:282738457,papers_5.bib,1,reposcope leveraging call chain aware multi view context for repository level code generation
RepoShapley: Shapley-Enhanced Context Filtering for Repository-Level Code Completion,Yu Huo and Siyu Zhang and Kun Zeng and Yu-Quan Lu and Cheng Yang and Yifu Guo and Xiao-Ying Tang,2026,Annual Meeting of the Association for Computational Linguistics,inproceedings,,https://api.semanticscholar.org/CorpusId:284532814,papers_5.bib,1,reposhapley shapley enhanced context filtering for repository level code completion
Repository-Aware Metamorphic Relation Generation for Augmented Reality Applications using Large Language Models,Dibyendu Brinto Bose and Jiawei Qin and Chris Brown,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:290781652,papers_5.bib,1,repository aware metamorphic relation generation for augmented reality applications using large language models
Repository-Level Prompt Generation for Large Language Models of Code,Disha Shrivastava and H. Larochelle and Daniel Tarlow,2022,International Conference on Machine Learning,inproceedings,,https://api.semanticscholar.org/CorpusId:250072448,papers_5.bib,1,repository level prompt generation for large language models of code
ReProAgent: Tool-Augmented Multi-Stage Agentic Generation of Bug Reproduction Tests from Issue Reports,Quan-Jun Zhang and Yi Zheng and Ye Shang and Weifeng Sun and Hai-Chuan Hu and Chunrong Fang and Zhenyu Chen and Liang Xiao,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:290119196,papers_6.bib,1,reproagent tool augmented multi stage agentic generation of bug reproduction tests from issue reports
Research on high-precision multi-sensor fusion localization technology for intelligent vehicles considering Earth’s rotation,Yong Zhang and X.D. Shu and Wei Zhan and Xudong Li and Feng-Kui Zhao,2025,Measurement Science and Technology,article,,https://doi.org/10.1088/1361-6501\%2Fae0ba6,papers_13.bib,1,research on high precision multi sensor fusion localization technology for intelligent vehicles considering earth s rotation
Retrieval-Augmented Code Generation: A Survey with Focus on Repository-Level Approaches,Yi-Cheng Tao and Yuan-Te Li and Yao Qin and Yepang Liu,2025,ArXiv,article,,https://api.semanticscholar.org/CorpusId:281843211,papers_5.bib,1,retrieval augmented code generation a survey with focus on repository level approaches
Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,"Patrick Lewis and Ethan Perez and Aleksandara Piktus and F. Petroni and Vladimir Karpukhin and Heinrich Kuttler and M. Lewis and Wen-tau Yih and Tim Rockt{\""a}schel and Sebastian Riedel and Douwe Kiela",2020,ArXiv,article,,https://arxiv.org/pdf/2005.11401.pdf,papers_5.bib,1,retrieval augmented generation for knowledge intensive nlp tasks
Retrieval from software libraries for bug localization: a comparative study of generic and composite text models,Shivani Rao and A. Kak,2011,IEEE Working Conference on Mining Software Repositories,inproceedings,,http://dl.acm.org/citation.cfm?id=1985451,papers_10.bib+papers_11.bib,2,retrieval from software libraries for bug localization a comparative study of generic and composite text models
Retrieval-Oriented Code Representations in Agentic Bug Localization,Genevieve Caumartin and Tse-Hsun Chen and Diego Elias Costa,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:290142903,papers_14.bib,1,retrieval oriented code representations in agentic bug localization
Revisiting Test Impact Analysis in Continuous Testing From the Perspective of Code Dependencies,Zi Peng and T. Chen and Jinqiu Yang,2022,IEEE Transactions on Software Engineering,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=9303402,papers_12.bib,1,revisiting test impact analysis in continuous testing from the perspective of code dependencies
RGFL: Reasoning Guided Fault Localization for Automated Program Repair Using Large Language Models,Melika Sepidband and Hamed Taherkhani and H. Pham and Hadi Hemmati,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:285050244,papers_14.bib+papers_6.bib,2,rgfl reasoning guided fault localization for automated program repair using large language models
Risk-Aware Selective Multimodal Driver Monitoring with Driver-State World Modeling,Da-Qian Qiu and Hao-Zhuang Chi and Hao Su and Shu Long and Xinyue Miao and Yong Dong and Wei Zhang,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:289622239,papers_16.bib,1,risk aware selective multimodal driver monitoring with driver state world modeling
Risk-Controlled Selective Prediction for Regression Deep Neural Network Models,Wenmin Jiang and Ying Zhao and Zehan Wang,2020,2020 International Joint Conference on Neural Networks (IJCNN),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=9207676,papers_16.bib,1,risk controlled selective prediction for regression deep neural network models
RLCoder: Reinforcement Learning for Repository-Level Code Completion,Yanlin Wang and Yan-Lin Wang and Da-Ya Guo and Jiachi Chen and Ruikai Zhang and Yuchi Ma and Zibin Zheng,2024,2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),article,,https://api.semanticscholar.org/CorpusId:271534349,papers_5.bib,1,rlcoder reinforcement learning for repository level code completion
Robot Localization in Tunnels: Combining Discrete Features in a Pose Graph Framework,T. Seco and M. T. L{\'a}zaro and Jes{\'u}s Espelos{\'i}n and L. Montano and J. L. Villarroel,2022,"Sensors (Basel, Switzerland)",article,,https://api.semanticscholar.org/CorpusId:246831838,papers_13.bib+papers_4.bib,2,robot localization in tunnels combining discrete features in a pose graph framework
Robot Localization using Situational Graphs and Building Architectural Plans,Muhammad Shaheer and Hriday Bavle and Jose Luis Sanchez-Lopez and Holger Voos,2022,ArXiv,article,,https://api.semanticscholar.org/CorpusId:252519664,papers_13.bib+papers_4.bib,2,robot localization using situational graphs and building architectural plans
Robot Localization Using Situational Graphs (S-Graphs) and Building Architectural Plans,Muhammad Shaheer and Hriday Bavle and Jose Luis Sanchez-Lopez and Holger Voos,2023,Robotics,article,,https://api.semanticscholar.org/CorpusId:258403826,papers_13.bib+papers_4.bib,2,robot localization using situational graphs s graphs and building architectural plans
Robust distributed network localization with noisy range measurements,David C. Moore and J. Leonard and D. Rus and Seth J. Teller,2004,ACM International Conference on Embedded Networked Sensor Systems,inproceedings,,http://dl.acm.org/citation.cfm?id=1031502,papers_13.bib,1,robust distributed network localization with noisy range measurements
Robust Indoor Mobile Localization with a Semantic Augmented Route Network Graph,Yan Zhou and Xianwei Zheng and Han-Jiang Xiong and Ruizhi Chen,2017,ISPRS Int. J. Geo Inf.,article,,https://api.semanticscholar.org/CorpusId:20149988,papers_13.bib,1,robust indoor mobile localization with a semantic augmented route network graph
Robust Multi-Robot Global Localization with Unknown Initial Pose based on Neighbor Constraints,Yaojie Zhang and Haowen Luo and Weijun Wang and Wei Feng,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),article,,https://api.semanticscholar.org/CorpusId:270764751,papers_13.bib,1,robust multi robot global localization with unknown initial pose based on neighbor constraints
Robust Wireless Localization in UAV Swarm Networks: A Deep-Graph-Generator-Assisted Convex Optimization Approach,Yu-Jia Chen and Hai-Yan Huang and Min-Wei Chen and Meng-Lin Ku,2025,IEEE Internet of Things Journal,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=11087594,papers_13.bib,1,robust wireless localization in uav swarm networks a deep graph generator assisted convex optimization approach
RPG: A Repository Planning Graph for Unified and Scalable Codebase Generation,Jane Luo and Xin Zhang and Steven Liu and Jie Wu and Yi-Ming Huang and Yangyu Huang and Chengyu Yin and Ying Xin and Jianfeng Liu and Yuefeng Zhan and Hao Sun and Qi Chen and Scarlett Li and Mao Yang,2025,ArXiv,article,,https://arxiv.org/pdf/2509.16198.pdf,papers_5.bib,1,rpg a repository planning graph for unified and scalable codebase generation
RTLRepoCoder: Repository-Level RTL Code Completion through the Combination of Fine-Tuning and Retrieval Augmentation,Peiyang Wu and Nan Guo and Junliang Lv and Xiao Xiao and Xiaochun Ye,2025,ArXiv,article,,https://api.semanticscholar.org/CorpusId:277780516,papers_5.bib,1,rtlrepocoder repository level rtl code completion through the combination of fine tuning and retrieval augmentation
Rule-based Dependency Parse Collapsing and Propagation for German and English,Eugen Ruppert and Jonas Klesy and Martin Riedl and Chris Biemann,2015,German Society for Computational Linguistics,inproceedings,,https://download.hrz.tu-darmstadt.de/media/FB20/Dekanat/Publikationen/LangTech/RuppertEtAl\_GSCL2015\_collapsed\_dependencies.pdf,papers_9.bib,1,rule based dependency parse collapsing and propagation for german and english
"<sc>D<inline-formula><tex-math notation=""LaTeX"">\$^2\$</tex-math><alternatives><mml:math><mml:msup><mml:mrow/><mml:mn>2</mml:mn></mml:msup></mml:math><inline-graphic xlink:href=""cai-ieq1-3124795.gif""/></alternatives></inline-formula>Abs</sc>: A Framework for Dynamic Dependence Analysis of Distributed",Haipeng Cai and Xiaoqin Fu,2021,IEEE Transactions on Software Engineering,article,,https://api.semanticscholar.org/CorpusId:254481496,papers_9.bib,1,sc d inline formula tex math notation latex 2 tex math alternatives mml math mml msup mml mrow mml mn 2 mml mn mml msup mml math inline graphic xlink href cai ieq1 3124795 gif alternatives inline formula abs sc a framework for dynamic dependence analysis of distributed
Scalable-effort classifiers for energy-efficient machine learning,Swagath Venkataramani and A. Raghunathan and Jie Liu and M. Shoaib,2015,Proceedings of the 52nd Annual Design Automation Conference,article,,http://dl.acm.org/citation.cfm?id=2744904,papers_15.bib,1,scalable effort classifiers for energy efficient machine learning
Second opinion needed: communicating uncertainty in medical machine learning,Benjamin Kompa and Jasper Snoek and A. Beam,2021,NPJ Digital Medicine,article,,https://api.semanticscholar.org/CorpusId:230719119,papers_16.bib,1,second opinion needed communicating uncertainty in medical machine learning
Second-Order Semantic Dependency Parsing with End-to-End Neural Networks,Xinyu Wang and Jingxian Huang and Kewei Tu,2019,ArXiv,article,,https://api.semanticscholar.org/CorpusId:195069169,papers_9.bib,1,second order semantic dependency parsing with end to end neural networks
Seeing is Fixing: Cross-Modal Reasoning with Multimodal LLMs for Visual Software Issue Repair,Kai Huang and Jian Zhang and Xiao-Fei Xie and Chun-Yang Chen,2025,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),article,,https://api.semanticscholar.org/CorpusId:285144848,papers_14.bib+papers_6.bib,2,seeing is fixing cross modal reasoning with multimodal llms for visual software issue repair
Selective Cascade of Residual ExtraTrees,Qimin Liu and F. Liu,2020,SN Computer Science,article,,https://api.semanticscholar.org/CorpusId:221995638,papers_15.bib,1,selective cascade of residual extratrees
Selective Classification for Deep Neural Networks,Yonatan Geifman and Ran El-Yaniv,2017,ArXiv,article,,https://arxiv.org/pdf/1705.08500.pdf,papers_16.bib,1,selective classification for deep neural networks
Selective harmonic elimination in cascaded H-bridge multilevel inverter using hybrid APSO algorithm / Mudasir Ahmed,A. Mudasir,2019,unknown,inproceedings,,https://api.semanticscholar.org/CorpusId:214243961,papers_15.bib,1,selective harmonic elimination in cascaded h bridge multilevel inverter using hybrid apso algorithm mudasir ahmed
Selective lookup and intercommunication in grid (SLIG) adapting the distributed spanning tree to grid computing,J. Amudhavel and V. Agalya and T. Dhivya and V. Vijayakumar and S. Keerthana and A. Dhamayanthi and B. Bhuvaneswari,2016,EAI Endorsed Trans. Scalable Inf. Syst.,article,,https://api.semanticscholar.org/CorpusId:49391656,papers_15.bib,1,selective lookup and intercommunication in grid slig adapting the distributed spanning tree to grid computing
Selective Nonparametric Regression via Testing,Fedor Noskov and Alexander Fishkov and Maxim Panov,2023,ArXiv,article,,https://api.semanticscholar.org/CorpusId:263135551,papers_16.bib,1,selective nonparametric regression via testing
Selective Omniprediction and Fair Abstention,S{\'i}lvia Casacuberta and Varun Kanade,2025,Advances in Neural Information Processing Systems 38,article,,https://doi.org/10.52202/085713-1316,papers_16.bib,1,selective omniprediction and fair abstention
Selective perception policies for guiding sensing and computation in multimodal systems: a comparative analysis,Nuria Oliver and E. Horvitz,2003,Comput. Vis. Image Underst.,article,,http://dl.acm.org/citation.cfm?id=958442,papers_15.bib,1,selective perception policies for guiding sensing and computation in multimodal systems a comparative analysis
Selective Prediction from Agreement: A Lipschitz-Consistent Version Space Approach,Mohamad Khosravani,2026,ArXiv,article,,https://arxiv.org/pdf/2605.02611.pdf,papers_16.bib,1,selective prediction from agreement a lipschitz consistent version space approach
Selective Prediction of Financial Trends with Hidden Markov Models,Dmitry Pidan and Ran El-Yaniv,2011,Neural Information Processing Systems,inproceedings,,http://papers.nips.cc/paper/4301-selective-prediction-of-financial-trends-with-hidden-markov-models,papers_16.bib,1,selective prediction of financial trends with hidden markov models
Selective Regression Under Fairness Criteria,Abhin Shah and Yuheng Bu and Joshua K. Lee and Subhro Das and Rameswar Panda and P. Sattigeri and G. Wornell,2021,International Conference on Machine Learning,inproceedings,,https://arxiv.org/pdf/2110.15403.pdf,papers_16.bib,1,selective regression under fairness criteria
Selective Temporal Knowledge Graph Reasoning,Zhongni Hou and Xiaolong Jin and Zixuan Li and Long Bai and J. Guo and Xueqi Cheng,2024,ArXiv,article,,https://api.semanticscholar.org/CorpusId:268856838,papers_16.bib,1,selective temporal knowledge graph reasoning
Selective Time Series Forecasting via Metalearning,Ricardo In'acio and V{\'i}tor Cerqueira and Mar{\'i}lia Barandas and Carlos Soares,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:289624877,papers_16.bib,1,selective time series forecasting via metalearning
Selective Weighting PTS PAPR Reduction Scheme in OFDM Systems,Lingyin Wang and Hua Yuan and Li-Guo Liu,2016,unknown,inproceedings,,https://doi.org/10.1007/978-981-10-0740-8\_39,papers_15.bib,1,selective weighting pts papr reduction scheme in ofdm systems
SelectiveNet: A Deep Neural Network with an Integrated Reject Option,Yonatan Geifman and Ran El-Yaniv,2019,International Conference on Machine Learning,inproceedings,,https://arxiv.org/pdf/1901.09192.pdf,papers_15.bib+papers_16.bib,2,selectivenet a deep neural network with an integrated reject option
Self-Evolving AI Agents With Dual Memory for Automated Software Testing and Bug Localization,Tianjun Mo and Changhao Zhang and Jitong Zou and Zi-Xuan Guo and Minjae Rhee,2026,IEEE Access,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=11609447,papers_14.bib,1,self evolving ai agents with dual memory for automated software testing and bug localization
Semantic Features Guided Graph Based Hardware Trojan Detection and Localization,A. N and V. Sankar and N. M,2025,"2025 IEEE International Conference on Distributed Computing, VLSI, Electrical Circuits and Robotics (DISCOVER)",article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=11258984,papers_4.bib,1,semantic features guided graph based hardware trojan detection and localization
Semantic-Geometric Triple Constraint-Based Graph Matching for Robust Multi-Robot Global Localization in Large-Scale Environments,Fan Wang and Chaofan Zhang and Wen Zhang and Yingwei Xia and Yong Liu,2025,IEEE Robotics and Automation Letters,article,,https://api.semanticscholar.org/CorpusId:277029422,papers_13.bib+papers_4.bib,2,semantic geometric triple constraint based graph matching for robust multi robot global localization in large scale environments
SemanticForge: Repository-Level Code Generation through Semantic Knowledge Graphs and Constraint Satisfaction,Wuyang Zhang and Chenkai Zhang and Zhen Luo and Jianming Ma and Wangming Yuan and Chuqiao Gu and Chenwei Feng,2025,ArXiv,article,,https://api.semanticscholar.org/CorpusId:282921993,papers_5.bib,1,semanticforge repository level code generation through semantic knowledge graphs and constraint satisfaction
Set Transformer Architectures and Synthetic Data Generation for Flow-Guided Nanoscale Localization,Mika Leo Hube and Filip Lemic and Ethungshan Shitiri and Gerard Calvo Bartra and Sergi Abadal and Xavier Costa P{\'e}rez,2025,Proceedings of the 12th Annual ACM International Conference on Nanoscale Computing and Communication,article,,http://dl.acm.org/citation.cfm?id=3764129,papers_4.bib,1,set transformer architectures and synthetic data generation for flow guided nanoscale localization
SG2Loc: Sequential Visual Localization on 3D Scene Graphs,Nicole Damblon and O. Vysotska and Federico Tombari and Marc Pollefeys and D{\'a}niel Bar{\'a}th,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:289167321,papers_13.bib,1,sg2loc sequential visual localization on 3d scene graphs
SGAgent: Suggestion-Guided LLM-Based Multi-Agent Framework for Repository-Level Software Repair,Quanjun Zhang and Chen Gao and Yule Han and Ye Shang and Chunrong Fang and Zhenyu Chen and Liang Xiao,2026,ACM Transactions on Software Engineering and Methodology,article,,https://api.semanticscholar.org/CorpusId:286171479,papers_14.bib+papers_6.bib,2,sgagent suggestion guided llm based multi agent framework for repository level software repair
Shallow- and Deep-fake Image Manipulation Localization Using Vision Mamba and Guided Graph Neural Network,Jun-Bin Zhang and H. R. Tohidypour and Yixiao Wang and P. Nasiopoulos,2026,ArXiv,article,,https://arxiv.org/pdf/2601.02566.pdf,papers_4.bib,1,shallow and deep fake image manipulation localization using vision mamba and guided graph neural network
"Share the Judge, Learn the Deferral: Where Specialization Helps LLM Evaluation",Yefei Chen and Wei-Ning Zhang,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:290690666,papers_15.bib,1,share the judge learn the deferral where specialization helps llm evaluation
Sharper Asymptotically Optimal CDC Schemes via Combinatorial Designs,Yingjie Cheng and Gao-Jun Luo and Xiwang Cao and M. F. Ezerman and S. Ling,2023,ArXiv,article,,https://api.semanticscholar.org/CorpusId:259501319,papers_15.bib,1,sharper asymptotically optimal cdc schemes via combinatorial designs
SHERLOC: Structured Diagnostic Localization for Code Repair Agents,Hovhannes Tamoyan and Sean Narenthiran and Erik Arakelyan and Mira Mezini and Boris Ginsburg,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:289623637,papers_14.bib,1,sherloc structured diagnostic localization for code repair agents
"Signal Localization, Decomposition and Dictionary Learning on Graphs",Siheng Chen and Yaoqing Yang and Jos{\'e} M. F. Moura and J. Kovacevic,2016,ArXiv,article,,https://api.semanticscholar.org/CorpusId:15092305,papers_13.bib,1,signal localization decomposition and dictionary learning on graphs
Signal Reshaping for GRPO in Weak-Feedback Agentic Code Repair,Jia Li and Yuxin Su and Ting Peng and Hailiang Huang and Yuetang Deng and M. Lyu,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:288110728,papers_6.bib,1,signal reshaping for grpo in weak feedback agentic code repair
Simulation Code Generation for Fluid Systems using Large Language Models: Benchmarking Models and Prompting Strategies,"Jan Marius St{\""u}rmer and Jascha Knack and Tobias Koch and Andreas Weinmann",2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:290783522,papers_5.bib,1,simulation code generation for fluid systems using large language models benchmarking models and prompting strategies
