task_id,status,parent_commit,target_commit,parent_available,target_available,n_changed,n_production,n_test,n_test_added,n_test_modified,n_test_deleted,n_migration,n_config_or_infra,f2p_candidacy,test_command
saleor-rc-cbd7310268c6,OK,195cc966886bc0d7a4818eb1da25de8b150c1fd7,cbd7310268c66f6b4ac8b1e60cc748669e947a70,True,True,3,2,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/warehouse/tests/test_stock_availability.py
saleor-rc-ccd3960acd1d,OK,43f5ba1b48e59ef66cf2fe4f490b45e61aaa7222,ccd3960acd1d058528d9796c2b9ff096f28d848e,True,True,3,2,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/payment/tests/mutations/test_transaction_event_report.py
saleor-rc-cd076fed6118,OK,c7debbec272c47b5e5202fa2ccb317beb98f3daa,cd076fed6118cd055e279b32e689efbb76404b4f,True,True,4,3,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/product/tests/test_variant.py
saleor-rc-cdcbd5cda46e,OK,94ea1418175967f4c1bf0c8731a1008bf9c6f1bf,cdcbd5cda46e00856270c4ad86214ffe6d2ed349,True,True,1,1,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-ce3b63edecef,OK,a1bc6ba44cc977f4bff45b3164302d2b2555d754,ce3b63edecef7c942ac88888a4bc77149086bbd3,True,True,22,4,18,1,17,0,0,0,STRONG_F2P_CANDIDATE,pytest saleor/core/tests/test_sqs.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_add_promo_code.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_billing_address_update.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_create.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_customer_attach.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_customer_detach.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_customer_note_update.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_delivery_method_update.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_email_update.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_language_code_update.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_line_delete.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_lines_add.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_lines_delete.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_lines_update.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_remove_promo_code.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_shipping_address_update.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_shipping_method_update.py; pytest saleor/webhook/transport/asynchronous/tests/test_deferred_payload.py
saleor-rc-cff241afc8d7,OK,b7f3deb08f40854327310f97566cd4e4c01a82c7,cff241afc8d75dde69778460ebb2fda0e64a2593,True,True,2,2,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-d24336188b88,OK,8ec5811aa3a833b991cb5c2f1efa3705e19c9f3a,d24336188b88c0ac93712245550cccea856fc00a,True,True,1,1,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-d299e27e5f04,OK,a937b5b9701a898a7b97b05c2faec0e678376c1d,d299e27e5f044b98d8314fa19a10c0c7f7d5c9c8,True,True,4,2,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/checkout/tests/benchmark/test_checkout_mutations.py; pytest saleor/graphql/checkout/tests/test_checkout_promo_codes.py
saleor-rc-d361479ab7da,OK,e46cc8120e2265a30811a58f140f1f13bcbe1470,d361479ab7da3060cf26e8dbb52c9aab89fab0c0,True,True,3,1,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/core/tests/test_file_validation.py; pytest saleor/thumbnail/tests/test_utils.py
saleor-rc-d3ab58054844,OK,0c6de141461fa8b7ff944ea0df74afa1ac72e04d,d3ab580548448a4804d9c40a9cc1bd7699624c7c,True,True,10,6,4,0,4,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/checkout/tests/test_checkout_complete.py; pytest saleor/giftcard/tests/test_utils.py; pytest saleor/graphql/checkout/tests/test_checkout_complete.py; pytest saleor/order/tests/test_order_utils.py
saleor-rc-d498167dcd30,OK,853ed54e0526c4c22a9ac5ff90acceccb8c6143b,d498167dcd3037b15682c8ec8278d38ab1a465dd,True,True,8,2,6,0,6,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/checkout/tests/mutations/test_checkout_complete_with_payment.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_complete_with_transactions.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_shipping_method_update.py; pytest saleor/graphql/checkout/tests/mutations/test_order_create_from_checkout.py; pytest saleor/graphql/checkout/tests/test_checkout.py; pytest saleor/graphql/order/tests/queries/test_order.py
saleor-rc-d4fcbd22a853,OK,1337f67b001927aac5c30854debdd1de8e6ccfcf,d4fcbd22a8536be6a5ba4c0254eac89b67799b8e,True,True,2,1,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/order/tests/test_tasks.py
saleor-rc-d6656e0f2a1d,OK,7700a81e6e6bf693085da3ad875157c468878a49,d6656e0f2a1d955b64a48fe21a7fd733203a8cd8,True,True,3,1,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/product/tests/queries/test_product_query.py; pytest saleor/graphql/product/tests/queries/test_variant_query.py
saleor-rc-d78378d275dd,OK,01f6a116f8de0f439e687b4bdd9e8645610513b2,d78378d275dd09ce35d1e1e36440a67744f35615,True,True,2,1,0,0,0,0,1,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-d7b03a3eeec0,OK,ffc07d1c48d62b60bb9c74760241232b13db3f77,d7b03a3eeec016efdcc6119ae4cd77726df9b282,True,True,21,7,14,0,14,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/discount/tests/test_utils/test_copy_unit_discount_data_to_order_line.py; pytest saleor/discount/tests/test_utils/test_create_or_update_discount_objects_from_promotion_for_order.py; pytest saleor/discount/tests/test_utils/test_create_voucher_discount_object_for_order.py; pytest saleor/discount/tests/test_utils/test_update_voucher_discount_object_for_order.py; pytest saleor/graphql/checkout/tests/benchmark/test_checkout_mutations.py; pytest saleor/graphql/order/tests/deprecated/test_order.py; pytest saleor/graphql/order/tests/mutations/test_draft_order_complete.py; pytest saleor/graphql/order/tests/mutations/test_order_discount.py; pytest saleor/graphql/order/tests/mutations/test_order_line_update.py; pytest saleor/order/tests/fixtures/order.py; pytest saleor/order/tests/test_fetch_order_prices.py; pytest saleor/order/tests/test_fetch_order_prices_line_price_expiration.py; pytest saleor/order/tests/test_fetch_order_prices_tax_app.py; pytest saleor/order/tests/test_refresh_order_base_prices_and_discounts.py
saleor-rc-d8a4cd122bf0,OK,b54d785cf83c3d41967cb22fa477a3fbcdda487a,d8a4cd122bf0a1828588e17d7045c52b7b3da7fa,True,True,6,3,3,0,3,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/core/tests/test_validators.py; pytest saleor/graphql/discount/tests/test_discount.py; pytest saleor/graphql/giftcard/tests/test_gift_card.py
saleor-rc-dacded922b1f,OK,8d08f65fbf18abf97d424e2b4a186eb3a38071ed,dacded922b1f6482c90e12baa27fbc9109c89a29,True,True,13,7,6,0,6,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/product/tests/mutations/test_product_variant_stocks_update.py; pytest saleor/graphql/warehouse/tests/benchmark/test_stock_bulk_update.py; pytest saleor/graphql/warehouse/tests/bulk_mutations/test_stock_bulk_update.py; pytest saleor/plugins/webhook/tests/test_webhook.py; pytest saleor/webhook/tests/subscription_webhooks/test_webhook.py; pytest saleor/webhook/transport/asynchronous/tests/test_create_deliveries_for_subscriptions.py
saleor-rc-db5440f7994f,OK,951f2690c8b6ba776141f5cc51b905f8b44c1869,db5440f7994f02f85c621a604d9813329db43e56,True,True,3,2,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/attribute/tests/queries/test_selected_attribute.py
saleor-rc-dc08f06119f5,OK,9633a118aba1743efeb7a0f99a885d8139f7f851,dc08f06119f5dec7f77a83f24a241af9a2156d0f,True,True,2,2,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-dd8ead382526,OK,882536fe57d0f7b81efbb8db4095b37b1b2cd6cf,dd8ead3825260c154f7ee5ec00fd7e31cb17a1d0,True,True,7,3,4,0,4,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/app/tests/test_installation_utils.py; pytest saleor/graphql/webhook/tests/mutations/test_webhook_create.py; pytest saleor/graphql/webhook/tests/mutations/test_webhook_update.py; pytest saleor/webhook/tests/test_webhook_validators.py
saleor-rc-ddb8921a6744,OK,6ca955250d717c693c74f96d007ab928d7a564d8,ddb8921a67441288b2489135a2490f6062d7a7c4,True,True,25,13,12,0,12,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/discount/tests/deprecated/test_voucher_create.py; pytest saleor/graphql/discount/tests/deprecated/test_voucher_update.py; pytest saleor/graphql/discount/tests/mutations/test_voucher_code_bulk_delete.py; pytest saleor/graphql/discount/tests/mutations/test_voucher_create.py; pytest saleor/graphql/discount/tests/mutations/test_voucher_delete.py; pytest saleor/graphql/discount/tests/mutations/test_voucher_update.py; pytest saleor/graphql/tests/queries/fragments.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/fixtures.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/payloads.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/subscription_queries.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/test_create_deliveries_for_subscription.py; pytest saleor/tests/fixtures.py
saleor-rc-dea5ffb730ac,OK,6d1eb518532e288f43a20ec0abdc612998afddd0,dea5ffb730acea34e4f6a5f15cc17036149c9cce,True,True,13,9,2,0,2,0,1,1,MODIFIED_TEST_CANDIDATE,pytest saleor/order/tests/fixtures/fulfillment.py; pytest saleor/plugins/webhook/tests/test_payment_webhook.py
saleor-rc-deb12c0433a5,OK,0fcc6a0f9edb90ccd0b1cf90afe687456c675ace,deb12c0433a508386a9d459ad6b0068c2618f393,True,True,4,4,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-def20fe86d03,OK,a5586e852970554fcd4967f0af2e377b201dba11,def20fe86d0350196e66981ba2dfd752d7d8f11b,True,True,1,1,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-df270700f16e,OK,5ff8b6eeb9dd9093acb7527a96460319b9f51bb2,df270700f16ed5d6bfad55d8bafb87c8e6e8ad3f,True,True,2,2,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-df7c7d4e8466,OK,667837a09f5aeceb72437461f623158aa529a8c0,df7c7d4e84667ac413cefaf9041518e87146f326,True,True,5,4,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/plugins/webhook/tests/test_webhook_protocols.py
saleor-rc-e0890780bf56,OK,2dd70df51c47bfe2e966ee060da805a9d7e0535f,e0890780bf56856d2b20ac14b1786749309450ae,True,True,4,3,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/product/tests/mutations/test_collection_add_products.py
saleor-rc-e089e93419bf,OK,51d8b65d1c017562a187f6d6fe6a468e81e9d317,e089e93419bf164f0c3d24d9642db56104f221e2,True,True,13,12,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/plugins/webhook/tests/test_webhook.py
saleor-rc-e0f2933d58b9,OK,2ff53751c7aa3d889ab07e9055ec03402c7faf21,e0f2933d58b973ae61ca26b22a89da026aaaa7ad,True,True,3,1,2,1,1,0,0,0,STRONG_F2P_CANDIDATE,pytest saleor/graphql/core/tests/test_json_string_scalar.py; pytest saleor/graphql/product/tests/mutations/test_product_bulk_create.py
saleor-rc-e12689231d3b,OK,70957dcb61b9288c7d8d3e38438012512cb98709,e12689231d3b6c58e59a5c775d499d4977390062,True,True,1,1,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-e129a4d6f9b1,OK,7cf4e3392e82a234afa3f37dbf03b4d51139d2cb,e129a4d6f9b1cd4e5988c05a173eea4e72564a73,True,True,2,1,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/product/tests/mutations/test_product_variant_create.py
saleor-rc-e2031f0dc458,OK,8d64849187dae9695820a11fdbb597f6b41654a7,e2031f0dc458bf0c7bfba37e89b77ee7012f62e8,True,True,4,1,0,0,0,0,3,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-e28ca6ad6442,OK,5b2ee678d86ceadd6f97b7e8c8f9be7ddb44d4fe,e28ca6ad6442fa4f407e7e38d3d78239cba6a43b,True,True,2,1,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/attribute/tests/models/test_base.py
saleor-rc-e429b8be07fd,OK,f3c7b7c80b53ce0f9a6c86177ff749b9efc93b07,e429b8be07fd71bad54ebfe7539d82e02e6af568,True,True,4,2,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/warehouse/tests/benchmark/test_stock_bulk_update.py; pytest saleor/tests/fixtures.py
saleor-rc-e6198146186d,OK,4dd4c81d8807dc4197ff71ca4c15f4fa1f84ba97,e6198146186d1c782bf46f6c9439fa05b1049b2f,True,True,7,5,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/payment/tests/mutations/test_transaction_event_report.py; pytest saleor/payment/tests/test_utils.py
saleor-rc-e7175003a542,OK,4d333d041821ec49a8a1d570e711a9779aef1c66,e7175003a542258f15e341a90a305f6c4cc61df2,True,True,4,2,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/csv/tests/export/test_export.py; pytest saleor/graphql/csv/tests/mutations/test_export_products.py
saleor-rc-e71c1f4caef7,OK,8846222a676cf7f55ace09152a9d8da20b9bff6d,e71c1f4caef7de6cb960a26c1b772a7d4e706612,True,True,2,2,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-e8733aee630a,OK,d498167dcd3037b15682c8ec8278d38ab1a465dd,e8733aee630a007e0ec031e772ed517ce6c20e9d,True,True,3,2,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/plugins/avatax/tests/test_avatax.py
saleor-rc-ea98ffa79753,OK,da65c262b97e691afdfa655640a8d15772ef54e2,ea98ffa797530747a25690132390669aa6daba03,True,True,22,15,2,0,2,0,1,4,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/product/tests/queries/test_product_query.py; pytest saleor/thumbnail/tests/test_utils.py
saleor-rc-eaf1577585a2,OK,c3fba1fec76253535bf6391edb6739d5ea5ef9a8,eaf1577585a27225ca9cce295ab725704b1861c6,True,True,7,5,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/payment/tests/test_payment.py; pytest saleor/payment/tests/test_payment.py
saleor-rc-eb61406cecc5,OK,7da994d66f69d13a5644f5f5824ca52e69b45762,eb61406cecc519cea6b2cbd7f042d1d4975e7075,True,True,3,2,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/warehouse/tests/test_warehouse.py
saleor-rc-ee2b248d8076,OK,43f72a14a242f5630ef5446de8fb6365a1bd04c5,ee2b248d80761573cd8ce460493a7036bcd9ce77,True,True,3,3,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-ef4d31a09e7c,OK,db3bca12cd59a82dd44ae2008a5be79538ed867b,ef4d31a09e7cfb67e7161b1aaa077a98888e7f1a,True,True,13,3,10,0,10,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/attribute/tests/test_utils.py; pytest saleor/graphql/account/tests/test_account_permission_group.py; pytest saleor/graphql/attribute/tests/test_utils.py; pytest saleor/graphql/page/tests/test_page_type_update.py; pytest saleor/graphql/product/tests/test_attributes.py; pytest saleor/order/tests/test_order.py; pytest saleor/order/tests/test_order_actions.py; pytest saleor/order/tests/test_order_utils.py; pytest saleor/tests/fixtures.py; pytest saleor/warehouse/tests/test_stock_management.py
saleor-rc-f1d4e82c1dea,OK,f6d7d6ab88bdcb9e82f3f3b4593df8a1ca242107,f1d4e82c1dea2283fb108324a6944adc1e2d82e0,True,True,6,3,3,0,3,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/meta/tests/__init__.py; pytest saleor/graphql/meta/tests/test_meta_mutations.py; pytest saleor/payment/tests/test_payment.py
saleor-rc-f2207c408917,OK,19a70a04af45ab0c62dc2b476c7c37a6aed4327c,f2207c408917b6f8c0f4b7e55497a08e45304b21,True,True,10,10,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-f3a0bc28797b,OK,40d0e7ffcb18abb7f1fb7f508346e76794102541,f3a0bc28797b59bf52e7746d5c0991c744b9eb20,True,True,29,8,19,16,3,0,2,0,STRONG_F2P_CANDIDATE,pytest saleor/graphql/webhook/tests/mutations/test_webhook_create.py; pytest saleor/graphql/webhook/tests/mutations/test_webhook_update.py; pytest saleor/graphql/webhook/tests/test_subscription_query.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/__init__.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_draft_order_created.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_draft_order_deleted.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_draft_order_updated.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_order_bulk_created.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_order_cancelled.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_order_confirmed.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_order_created.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_order_expired.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_order_fulfilled.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_order_fully_paid.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_order_fully_refunded.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_order_metadata_updated.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_order_paid.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_order_refunded.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_order_updated.py
saleor-rc-f3a111394d43,OK,0f0d85b1dc4678f724548e4b142b6419076b4237,f3a111394d437982a6e0e6bb40a959a60e03924c,True,True,5,5,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-f3a1ec65571f,OK,5893575a47db5e05f40837b6d15bcaf941ec50bc,f3a1ec65571fd2f81c3ceb439136e7451906ebc1,True,True,3,2,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/checkout/tests/test_checkout_complete.py
saleor-rc-f46a0a307197,OK,ac2d4ac172d37dd8e866b679b1a6538745b43c2b,f46a0a3071971f61dd336086a12a1eda2d0243a1,True,True,1,1,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-f4cf223ac3f6,OK,8eb11da07f09437374cb82daa6f10a80a11a1c90,f4cf223ac3f6af5c9e080dcb261c60b982bb03e4,True,True,2,2,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-f4eeba7fab16,OK,24c77fc83e2bba6dc8b10d93390e34cb55c495cd,f4eeba7fab16c9ab74ea14e8ff9fe1b2d60f2438,True,True,20,6,12,0,12,0,2,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/checkout/tests/mutations/test_checkout_complete.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_complete_with_payment.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_complete_with_transactions.py; pytest saleor/graphql/order/tests/mutations/test_draft_order_complete.py; pytest saleor/graphql/order/tests/mutations/test_draft_order_create.py; pytest saleor/graphql/order/tests/mutations/test_draft_order_update.py; pytest saleor/graphql/order/tests/queries/test_order.py; pytest saleor/order/tests/test_calculations.py; pytest saleor/order/tests/test_notifications.py; pytest saleor/order/tests/test_order.py; pytest saleor/tax/tests/test_order_calculations.py; pytest saleor/tests/fixtures.py
saleor-rc-f5d2c47e47c3,OK,5fe1e784620feea241193d6544fc11cb766f6200,f5d2c47e47c3dd5a13a9084188467ec6f875f6fc,True,True,8,4,4,0,4,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/order/tests/fixtures/order.py; pytest saleor/order/tests/test_calculations.py; pytest saleor/order/tests/test_fetch_order_prices.py; pytest saleor/tax/tests/test_order_calculations.py
saleor-rc-f605058a13e8,OK,f7edc48f9b91ed40503efcfed6f99a2b334f087b,f605058a13e8860662300dfd7188039d95d01b70,True,True,7,3,2,0,2,0,1,1,MODIFIED_TEST_CANDIDATE,pytest saleor/tests/fixtures.py; pytest saleor/tests/settings.py
saleor-rc-f623ab428821,OK,4da28ae4bb3853e02080c5007a8659647ff479eb,f623ab428821155d90063021fc2b643d4601819a,True,True,8,6,1,0,1,0,1,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/order/tests/queries/test_order_with_where.py
saleor-rc-f6a3751a8bc2,OK,538c6452235ce9cbef59bda3280c6b97ff2fdebf,f6a3751a8bc2bba473ac7e716a13d330c7ad0cfc,True,True,3,1,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/channel/tests/mutations/test_channel_create.py; pytest saleor/graphql/channel/tests/mutations/test_channel_update.py
saleor-rc-f74a5394c7f1,OK,5268e92e0e273811d17754522ebb833c72384c51,f74a5394c7f15392450bd9074d406c292abbb2fd,True,True,19,10,9,0,9,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/account/tests/test_notifications.py; pytest saleor/graphql/account/tests/mutations/account/test_account_register.py; pytest saleor/graphql/account/tests/mutations/account/test_confirm_account.py; pytest saleor/graphql/account/tests/mutations/account/test_send_confirmation_email.py; pytest saleor/graphql/account/tests/mutations/authentication/test_request_password_reset.py; pytest saleor/graphql/account/tests/mutations/authentication/test_set_password.py; pytest saleor/graphql/account/tests/mutations/staff/test_customer_create.py; pytest saleor/graphql/account/tests/mutations/staff/test_staff_create.py; pytest saleor/plugins/webhook/tests/test_webhook.py
saleor-rc-f76d0093b450,OK,0e0efbc30033fbc8b28b0b2c18f8c7bd9271d66b,f76d0093b450308b07adaafc930faa660a2a2fd7,True,True,4,3,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/order/tests/test_notifications.py
saleor-rc-f953990d221b,OK,b49fa2877e52fa2421bb2e345a82c1d35e5bb43e,f953990d221b5f59686ac4580926f2a9f178edf0,True,True,4,2,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/payment/gateways/stripe/tests/test_plugin.py; pytest saleor/payment/gateways/stripe/tests/test_stripe_api.py
saleor-rc-fa113018cb83,OK,38cd5b2f6d5c013291283dd5e534934d4b7c7e89,fa113018cb83e49f137ec47169cfae7856fd4dcb,True,True,9,9,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-fa1ed1794a8a,OK,9e8453e351a9c4fae04822c1cb7b793c8c9b4283,fa1ed1794a8a84bcebee8c3b8dbe47128fa44833,True,True,2,1,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/asgi/tests/test_cors.py
saleor-rc-fbfc66e3a46b,OK,805dde7498000280dedea41b205ccf9a8b9babe4,fbfc66e3a46b2c4ae2b73183df87307d3193f1bf,True,True,11,8,3,0,3,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/page/tests/test_page.py; pytest saleor/graphql/webhook/tests/test_webhook.py; pytest saleor/plugins/webhook/tests/test_webhook.py
saleor-rc-fc4883ed7da4,OK,26eaa8c1bbbfddecafd44c67ff9ce33363c5c8e1,fc4883ed7da45c6370fb9ca5fc20ffd45ea36351,True,True,5,5,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-fd463c8aae38,OK,8116df6e0d927d5d14e7f00015cf11c35cf9280a,fd463c8aae38b120f3d984fa881c1c7c61817591,True,True,3,2,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/order/tests/mutations/test_order_discount.py
saleor-rc-fd5b7971c5d2,OK,5821309aed09ba6f1089f9f2f08691bd3812b8b3,fd5b7971c5d29036e24ec05cd569711e4568a977,True,True,4,2,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/warehouse/tests/test_stock.py; pytest saleor/warehouse/tests/test_stock.py
saleor-rc-fdca49f190e2,OK,4163d8e330aad10ebf6009a6698ea9dc06d8de74,fdca49f190e2a08af01560bd1bb0fa6fc8f728e0,True,True,1,1,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-fe6e46266e81,OK,270285eb24f383fa567fa02e9b8bcc0c163992e3,fe6e46266e81980fad8675334613625e8880b1fd,True,True,2,1,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/core/tests/test_schedules.py
saleor-rc-ff0d35878a50,OK,8ef601aff8fdb23e8d63cbb1998bcc893d27aa32,ff0d35878a50de0845290b042133e42f5a9290ae,True,True,2,2,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-ffe3a3ece0fb,OK,0b86741ca3eed158c56ba7d4402f9871816f18bf,ffe3a3ece0fb29cfbb7c02a032c86da31d17e8b3,True,True,2,1,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/payment/tests/mutations/test_transaction_request_action.py
